vphone_ad,year,unit_code,street_ad,scity_ad,state_ad,szip_ad,type_cd,closed_ind,new_ind,super_nm,category_cd,url_ad,grade_range_cd,calendar_type_txt,sna_pgm_type_cd,cover_letter_ad,school_type_txt,calendar_only_txt,title1_type_cd,clp_ind,focus_clp_ind,summer_program_ind,asm_no_spg_ind,no_data_spg_ind,Lea_Name,School_Name,State_Name,esea_status,student_num,lea_avg_student_num,st_avg_student_num,Grad_project_status,stem,url,Latitude,Longitude,D_D_E_F_G,Street number,Street,City,State,Country,Zip,Address components
(919)560-2001,2017,320317,301 Crutchfield Road,Durham,NC,27704,P,0,0,,H,http://cma.dpsnc.net/,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,Y,,,Durham Public Schools,City of Medicine Academy,State Of North Carolina,,318,903,853,N,,36.03825,-78.9023459,301 Crutchfield Road Durham NC 27704,301,Crutchfield Street,Durham,North Carolina,United States,27704,"301, Crutchfield Street, Stadium Heights, Durham, Durham, Durham County, North Carolina, United States, 27704"
(919)560-3925,2017,320325,3727 Fayetteville St,Durham,NC,27707,P,0,0,,H,http://www.hillside.dpsnc.net/,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,Y,,,Durham Public Schools,Hillside High,State Of North Carolina,P,1235,903,853,N,,35.9526877,-78.9039073,3727 Fayetteville St Durham NC 27707,3727,Fayetteville Street,Durham,North Carolina,United States,27707,"3727, Fayetteville Street, Durham, Triangle, Durham County, North Carolina, United States, 27707"
(919)536-7203,2017,320353,1637 Lawson Street,Durham,NC,27703,P,0,0,,H,http://mchs.dpsnc.net/,12-Nov,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,Y,,,Durham Public Schools,Middle College HS @ DTCC,State Of North Carolina,,153,903,853,N,,35.975381,-78.880688,1637 Lawson Street Durham NC 27703,1637,East Lawson Street,Durham,North Carolina,United States,27703,"1637, East Lawson Street, Durham, Durham, Durham County, North Carolina, United States, 27703, 5023"
(919)560-3956,2017,320356,117 Tom Wilkinson Road,Durham,NC,27712,P,0,0,,H,http://www.northern.dpsnc.net/,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,Y,,,Durham Public Schools,Northern High,State Of North Carolina,,1450,903,853,N,,36.0949675,-78.9123364,117 Tom Wilkinson Road Durham NC 27712,117,Tom Wilkinson Road,Durham,North Carolina,United States,27712,"117, Tom Wilkinson Road, Durham, Lebanon, Durham County, North Carolina, United States, 27712, 1432"
(919)560-3965,2017,320365,3218 Rose of Sharon Road,Durham,NC,27712,P,0,0,,H,http://www.riverside.dpsnc.net/,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,Y,,Y,,,Durham Public Schools,Riverside High, Durham,State Of North Carolina,1785,903,853,N,,36.065495,-78.943225,3218 Rose of Sharon Road Durham NC 27712,3218,Rose of Sharon Road,Durham,North Carolina,United States,27712,"3218, Rose of Sharon Road, Durham, Durham, Durham County, North Carolina, United States, 27712, 3130"
(919)560-3968,2017,320368,800 Clayton Road,Durham,NC,27703,P,0,0,,H,http://www.Southern.dpsnc.net/,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,Y,,,Durham Public Schools,Southern School of Energy and Sustainabi,State Of North Carolina,,1421,903,853,N,,36.0000791,-78.829234,800 Clayton Road Durham NC 27703,800,Clayton Road,Durham,North Carolina,United States,27703,"800, Clayton Road, Durham, Oak Grove, Durham County, North Carolina, United States, 27703, 2606"
(919)560-9183,2017,320701,3727 Fayetteville St,Durham,NC,27707,P,0,0,,H,http://www.newtech.dpsnc.net/,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,Y,,,Durham Public Schools,Hillside New Tech High,State Of North Carolina,,207,903,853,N,,35.9526877,-78.9039073,3727 Fayetteville St Durham NC 27707,3727,Fayetteville Street,Durham,North Carolina,United States,27707,"3727, Fayetteville Street, Durham, Triangle, Durham County, North Carolina, United States, 27707"
(919)998-6757,2017,32N000,3106 East NC Highway 54,Durham,NC,27709,C,0,0,Eric Adam Grunden,H,http://www.researchtrianglehighschool.org,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,,,,Charter and Non-District Affiliated Schools,Research Triangle High School,State Of North Carolina,,502,,853,N,,35.8955344,-78.8740478,3106 East NC Highway 54 Durham NC 27709,3106,North Carolina 54,,North Carolina,United States,27709,"3106, North Carolina 54, Research Triangle Park, Triangle, Durham County, North Carolina, United States, 27709"
(252)823-5166,2017,330326,2009 West Wilson St,Tarboro,NC,27886,P,0,0,,H,http://www.ecps.us/middlecol/,13-Sep,Regular School, Traditional Calendar,R,https://docs.google.com/document/u/1/d/e/2PACX-1vRraQsSBvaqF3R_nMWhxkf4TLkWrSdpYhvL37ULwIBXLWuf7MUOxP_6gBkYnZxYRbUDdBKgxiPZCuAv/pub,Regular School,Traditional Calendar,,,,,,,Edgecombe County Public School,Edgecombe Early College High,State Of North Carolina,,158,460,853,Y,,35.879087,-77.572197,2009 West Wilson St Tarboro NC 27886,2009,West Wilson Street,Tarboro,North Carolina,United States,27886,"2009, West Wilson Street, Tarboro, 1, Tarboro, Edgecombe County, North Carolina, United States, 27886, 9361"
(252)823-3562,2017,330328,7589 NC 33-NW,Tarboro,NC,27886,P,0,0,,H,http://www.ecps.us/nehs/,12-Sep,Regular School, Traditional Calendar,R,https://docs.google.com/document/u/1/d/e/2PACX-1vRraQsSBvaqF3R_nMWhxkf4TLkWrSdpYhvL37ULwIBXLWuf7MUOxP_6gBkYnZxYRbUDdBKgxiPZCuAv/pub,Regular School,Traditional Calendar,Y,,,Y,,,Edgecombe County Public School,North Edgecombe High,State Of North Carolina,,239,460,853,Y,,35.989652,-77.5835479,7589 NC 33-NW Tarboro NC 27886,7589,North Carolina 33,Tarboro,North Carolina,United States,27886,"7589, North Carolina 33, Tarboro, 5, Lower Fishing Creek, Edgecombe County, North Carolina, United States, 27886, 8884"
(252)827-5016,2017,330350,5912 NC 43 North,Pinetops,NC,27864,P,0,0,,H,http://www.swe.ecps.us/,12-Sep,Regular School, Traditional Calendar,R,https://docs.google.com/document/u/1/d/e/2PACX-1vRraQsSBvaqF3R_nMWhxkf4TLkWrSdpYhvL37ULwIBXLWuf7MUOxP_6gBkYnZxYRbUDdBKgxiPZCuAv/pub,Regular School,Traditional Calendar,,,,Y,,,Edgecombe County Public School,SouthWest Edgecombe High,State Of North Carolina,,843,460,853,Y,,35.8366548,-77.657896,5912 NC 43 North Pinetops NC 27864,5912,North Carolina 43,Pinetops,North Carolina,United States,27864,"5912, North Carolina 43, Pinetops, 13, Cokey, Edgecombe County, North Carolina, United States, 27864"
(252)823-4284,2017,330358,1400 Howard Avenue,Tarboro,NC,27886,P,0,0,,H,http://www.ecps.us/tarborohigh/,12-Sep,Regular School, Traditional Calendar,R,https://docs.google.com/document/u/1/d/e/2PACX-1vRraQsSBvaqF3R_nMWhxkf4TLkWrSdpYhvL37ULwIBXLWuf7MUOxP_6gBkYnZxYRbUDdBKgxiPZCuAv/pub,Regular School,Traditional Calendar,,,,Y,,,Edgecombe County Public School,Tarboro High,State Of North Carolina,,601,460,853,Y,,35.9020577,-77.559107,1400 Howard Avenue Tarboro NC 27886,1400,West Howard Avenue,Tarboro,North Carolina,United States,27886,"1400, West Howard Avenue, Tarboro, 1, Tarboro, Edgecombe County, North Carolina, United States, 27886, 4122"
(336)727-2987,2017,340330,3545 Carver School Road,Winston Salem,NC,27105,P,0,0,,H,https://www.wsfcs.k12.nc.us/Domain/227,12-Sep,Regular School, Traditional Calendar,R,https://www.wsfcs.k12.nc.us/Page/55,Regular School,Traditional Calendar,Y,Y,,,,,Forsyth County Schools,Carver High,State Of North Carolina,,611,1137,853,N,,36.1342371,-80.2071071,3545 Carver School Road Winston Salem NC 27105,3545,Carver School Road,Winston-Salem,North Carolina,United States,27105,"3545, Carver School Road, Winston-Salem, Winston, Forsyth County, North Carolina, United States, 27105"
(336)757-3290,2017,340362,2100 Silas Creek Prky,Winston Salem,NC,27103,P,0,0,,H,https://www.wsfcs.k12.nc.us/Domain/329,12-Sep,Regular School, Traditional Calendar,R,https://www.wsfcs.k12.nc.us/Page/55,Regular School,Traditional Calendar,,,,,,,Forsyth County Schools,Early College of Forsyth Co,State Of North Carolina,,245,1137,853,N,,36.0694251,-80.2727328,2100 Silas Creek Prky Winston Salem NC 27103,2100,Silas Creek Parkway,Winston-Salem,North Carolina,United States,27103,"2100, Silas Creek Parkway, Winston-Salem, Winston, Forsyth County, North Carolina, United States, 27103"
(336)727-2265,2017,340364,2500 W Mountain Street,Kernersville,NC,27284,P,0,0,,H,https://www.wsfcs.k12.nc.us/Domain/348,12-Sep,Regular School, Traditional Calendar,R,https://www.wsfcs.k12.nc.us/Page/55,Regular School,Traditional Calendar,,,,,,,Forsyth County Schools,East Forsyth High,State Of North Carolina,,1739,1137,853,N,,36.1168362,-80.1506945,2500 W Mountain Street Kernersville NC 27284,2500,West Mountain Street,Kernersville,North Carolina,United States,27284,"2500, West Mountain Street, Kernersville, Middle Fork II, Forsyth County, North Carolina, United States, 27284, 8017"
(336)771-4500,2017,340382,1600 Union Cross Road,Kernersville,NC,27284,P,0,0,,H,https://www.wsfcs.k12.nc.us/Domain/547,12-Sep,Regular School, Traditional Calendar,R,https://www.wsfcs.k12.nc.us/Page/55,Regular School,Traditional Calendar,,Y,,,,,Forsyth County Schools,Robert B Glenn High School,State Of North Carolina,,1493,1137,853,N,,36.06778,-80.113802,1600 Union Cross Road Kernersville NC 27284,1600,Union Cross Road,Kernersville,North Carolina,United States,27284,"1600, Union Cross Road, Kernersville, Winston, Forsyth County, North Carolina, United States, 27284, 7537"
(336)734-7437,2017,340446,2100 Silas Creek Parkway,Winston-Salem,NC,27103,P,0,0,,H,https://www.wsfcs.k12.nc.us/Domain/526,12-Nov,Regular School, Traditional Calendar,R,https://www.wsfcs.k12.nc.us/Page/55,Regular School,Traditional Calendar,,,,,,,Forsyth County Schools,Middle College of Forsyth Cnty,State Of North Carolina,,104,1137,853,N,,36.0694251,-80.2727328,2100 Silas Creek Parkway Winston-Salem NC 27103,2100,Silas Creek Parkway,Winston-Salem,North Carolina,United States,27103,"2100, Silas Creek Parkway, Winston-Salem, Winston, Forsyth County, North Carolina, United States, 27103"
(336)703-6700,2017,340454,342 Petree Road,Winston Salem,NC,27106,P,0,0,,H,https://www.wsfcs.k12.nc.us/Domain/763,12-Sep,Regular School, Traditional Calendar,R,https://www.wsfcs.k12.nc.us/Page/55,Regular School,Traditional Calendar,,,,,,,Forsyth County Schools,Mount Tabor High School,State Of North Carolina,,1528,1137,853,N,,36.126799,-80.314093,342 Petree Road Winston Salem NC 27106,342,Petree Road,Winston-Salem,North Carolina,United States,27106,"342, Petree Road, Winston-Salem, Winston, Forsyth County, North Carolina, United States, 27106, 4400"
(336)661-4880,2017,340460,5705 Shattalon Drive,Winston Salem,NC,27105,P,0,0,,H,https://www.wsfcs.k12.nc.us/Domain/904,12-Sep,Regular School, Traditional Calendar,R,https://www.wsfcs.k12.nc.us/Page/55,Regular School,Traditional Calendar,Y,Y,Y,,,,Forsyth County Schools,North Forsyth High,State Of North Carolina,,1074,1137,853,N,,36.174504,-80.2813366,5705 Shattalon Drive Winston Salem NC 27105,5705,Shattalon Drive,Winston-Salem,North Carolina,United States,27105,"5705, Shattalon Drive, Winston-Salem, Winston, Forsyth County, North Carolina, United States, 27105, 1332"
(336)703-6776,2017,340495,3750 Transou Road,Pfafftown,NC,27040,P,0,0,,H,https://www.wsfcs.k12.nc.us/Domain/1153,12-Sep,Regular School, Traditional Calendar,R,https://www.wsfcs.k12.nc.us/Page/55,Regular School,Traditional Calendar,,,,,,,Forsyth County Schools,Ronald W Reagan High School,State Of North Carolina,,1919,1137,853,N,,36.169053,-80.364424,3750 Transou Road Pfafftown NC 27040,3750,Transou Road,Pfafftown,North Carolina,United States,27040,"3750, Transou Road, Pfafftown, Vienna, Forsyth County, North Carolina, United States, 27040, 9258"
(336)703-4151,2017,340542,5240 Sullivantown Road,Walkertown,NC,27051,P,0,0,,H,http://www.wsfcs.k12.nc.us/Domain/6575,12-Sep,Regular School, Traditional Calendar,R,https://www.wsfcs.k12.nc.us/Page/55,Regular School,Traditional Calendar,,,,,,,Forsyth County Schools,Walkertown High,State Of North Carolina,,750,1137,853,N,,36.1764287,-80.1475757,5240 Sullivantown Road Walkertown NC 27051,5240,Sullivantown Road,Walkertown,North Carolina,United States,27051,"5240, Sullivantown Road, Walkertown, Salem Chapel, Forsyth County, North Carolina, United States, 27051"
(336)712-4400,2017,340556,1735 Lewisville-Clemmons,Clemmons,NC,27012,P,0,0,,H,https://www.wsfcs.k12.nc.us/Domain/1441,12-Sep,Regular School, Traditional Calendar,R,https://www.wsfcs.k12.nc.us/Page/55,Regular School,Traditional Calendar,,,,,,,Forsyth County Schools,West Forsyth High,State Of North Carolina,,2315,1137,853,N,,36.0635142,-80.3882054,1735 Lewisville-Clemmons Clemmons NC 27012,1735,Lewisville Clemmons Road,Clemmons,North Carolina,United States,27012,"1735, Lewisville Clemmons Road, Clemmons, Lewisville, Forsyth County, North Carolina, United States, 27012"
(919)496-3975,2017,350308,29 Bunn Elem School Road,Bunn,NC,27508,P,0,0,,H,https://www.fcschools.net/bunnhighschool,12-Sep,Regular School, Traditional Calendar,R,https://www.fcschools.net/domain/56,Regular School,Traditional Calendar,,,,Y,,,Franklin County Schools,Bunn High,State Of North Carolina,,876,664,853,N,,35.9539381,-78.2499969,29 Bunn Elem School Road Bunn NC 27508,29,Bunn Elementary School Road,Bunn,North Carolina,United States,27508,"29, Bunn Elementary School Road, Bunn, Dunn, Franklin County, North Carolina, United States, 27508"
(919)496-1055,2017,350317,8150 NC Highway 56,Louisburg,NC,27549,P,0,0,,H,https://www.fcschools.net/franklincountyearlycollege,13-Sep,Regular School, Traditional Calendar,R,https://www.fcschools.net/domain/56,Regular School,Traditional Calendar,,,,Y,,,Franklin County Schools,Franklin County Early College,State Of North Carolina,,184,664,853,N,,36.0868429,-78.328567,8150 NC Highway 56 Louisburg NC 27549,8150,North Carolina 56,Louisburg,North Carolina,United States,27549,"8150, North Carolina 56, Louisburg, Louisburg, Franklin County, North Carolina, United States, 27549"
(919)494-2332,2017,350321,910 Cedar Creek Road,Franklinton,NC,27525,P,0,0,,H,https://www.fcschools.net/franklintonhighschool,12-Sep,Regular School, Traditional Calendar,R,https://www.fcschools.net/domain/56,Regular School,Traditional Calendar,,,,Y,,,Franklin County Schools,Franklinton High,State Of North Carolina,,1037,664,853,N,,36.0708066,-78.4355741,910 Cedar Creek Road Franklinton NC 27525,910,Cedar Creek Road,Franklinton,North Carolina,United States,27525,"910, Cedar Creek Road, Franklinton, Franklinton, Franklin County, North Carolina, United States, 27525"
(919)496-3725,2017,350336,201 Allen Lane,Louisburg,NC,27549,P,0,0,,H,https://www.fcschools.net/louisburghighschool,12-Sep,Regular School, Traditional Calendar,R,https://www.fcschools.net/domain/56,Regular School,Traditional Calendar,,,,Y,,,Franklin County Schools,Louisburg High,State Of North Carolina,,557,664,853,N,,36.110143,-78.299592,201 Allen Lane Louisburg NC 27549,201,Allen Lane,Louisburg,North Carolina,United States,27549,"201, Allen Lane, Louisburg, Louisburg, Franklin County, North Carolina, United States, 27549, 2102"
(704)866-6600,2017,360310,2222 S New Hope Road,Gastonia,NC,28054,P,0,0,,H,http://www.gaston.k12.nc.us/ashbrook,12-Sep,Regular School, Traditional Calendar,R,https://www.gaston.k12.nc.us/2016-2017WelcomeLetter,Regular School,Traditional Calendar,,,,Y,,,Gaston County Schools,Ashbrook High,State Of North Carolina,,1353,878,853,N,,35.2432229,-81.1274274,2222 S New Hope Road Gastonia NC 28054,2222,South New Hope Road,Gastonia,North Carolina,United States,28054,"2222, South New Hope Road, Gastonia, Gastonia, Gaston County, North Carolina, United States, 28054, 8428"
(704)836-9601,2017,360336,119 Yellow Jacket Lane,Bessemer City,NC,28016,P,0,0,,H,http://www.gaston.k12.nc.us/bchigh,12-Sep,Regular School, Traditional Calendar,R,https://www.gaston.k12.nc.us/2016-2017WelcomeLetter,Regular School,Traditional Calendar,,,,Y,,,Gaston County Schools,Bessemer City High,State Of North Carolina,,652,878,853,N,,35.2979309,-81.2807176,119 Yellow Jacket Lane Bessemer City NC 28016,119,Yellow Jacket Lane,Bessemer City,North Carolina,United States,28016,"119, Yellow Jacket Lane, Bessemer City, Crowders Mountain, Gaston County, North Carolina, United States, 28016, 2778"
(704)922-2405,2017,360337,Gaston College Lena Sue Beam Bldg, 201 Hwy 321 South,Dallas,NC,28034,P,0,0,,H,http://www.gaston.k12.nc.us/gastonearlycollege,13-Sep,Regular School, Year-Round Calendar,Y,https://www.gaston.k12.nc.us/2016-2017WelcomeLetter,Regular School,Year-Round Calendar,,,,Y,,Gaston County Schools,Gaston Early College High School,State Of North Carolina,,223,878,853,N,,35.3122458,-81.1904655,Gaston College Lena Sue Beam Bldg  201 Hwy 321 South Dallas NC,201,U.S. 321,Dallas,North Carolina,United States,28034,"201, U.S. 321, Dallas, Dallas, Gaston County, North Carolina, United States, 28034"
(704)836-9605,2017,360360,313 Ridge Avenue,Cherryville,NC,28021,P,0,0,,H,http://www.gaston.k12.nc.us/cherryvillehigh,12-Sep,Regular School, Traditional Calendar,R,https://www.gaston.k12.nc.us/2016-2017WelcomeLetter,Regular School,Traditional Calendar,,,,Y,,,Gaston County Schools,Cherryville High,State Of North Carolina,,520,878,853,N,,35.3900913,-81.3807788,313 Ridge Avenue Cherryville NC 28021,313,Ridge Avenue,Cherryville,North Carolina,United States,28021,"313, Ridge Avenue, Cherryville, Cherryville, Gaston County, North Carolina, United States, 28021, 2451"
(704)866-5700,2017,360378,101 Lakewood Rd,Belmont,NC,28012,P,0,0,,H,http://www.gaston.k12.nc.us/stuartwcramer,12-Sep,Regular School, Traditional Calendar,R,https://www.gaston.k12.nc.us/2016-2017WelcomeLetter,Regular School,Traditional Calendar,,,,Y,,,Gaston County Schools,Stuart W Cramer High,State Of North Carolina,,1030,878,853,N,,35.246313,-81.063547,101 Lakewood Rd Belmont NC 28012,101,Lakewood Road,Belmont,North Carolina,United States,28012,"101, Lakewood Road, Belmont, South Point, Gaston County, North Carolina, United States, 28012, 2973"
